text,label
"The app looks nice, but it changes the times and calorie counts of manually entered workouts, no matter how many times you change them back. It's so annoying, especially when you sync Google Fit to other workout or calorie monitoring apps. I had to uninstall the app, here's hoping it gets fixed in the future.",Usability
The Withing app actually worked. Updated to this Nokia crap and now my Steel HR doesn't sync. How do I go back to the old app.,Performance
"I used this on a daily basis to monitor walking and cycling activity. Now steps, locations, distances all way out. Completely useless. Frustrating and very sad. Will have to check out another app if it isn't going to work as a motivator any more.",Performance
"The app features and dashboard have such potential. But when you click into a specific area you realise it's very poorly designed. The line graphs are HORRENDOUS. For example the weight tracking: The graph here is mostly white space, with a miserable yellow line showing the graph itself. You can only see this month and last (when set to the highest setting i.e. Month) so the whole graph is verging on useless!? The line appearing under the relevant tab (i.e. Trends or Track) is also in yellow so this blends into the graph itself(seriously there is a whole color palette to use!!) Who designed this a six year old? I expect better from a giant like Samsung!!",Usability
"The app features and dashboard have such potential. But when you click into a specific area you realise it's very poorly designed. The line graphs are HORRENDOUS. For example the weight tracking: The graph here is mostly white space, with a miserable yellow line showing the graph itself. You can only see this month and last (when set to the highest setting i.e. Month) so the whole graph is verging on useless!? The line appearing under the relevant tab (i.e. Trends or Track) is also in yellow so this blends into the graph itself(seriously there is a whole color palette to use!!) Who designed this a six year old? I expect better from a giant like Samsung!!",Usability
"The app features and dashboard have such potential. But when you click into a specific area you realise it's very poorly designed. The line graphs are HORRENDOUS. For example the weight tracking: The graph here is mostly white space, with a miserable yellow line showing the graph itself. You can only see this month and last (when set to the highest setting i.e. Month) so the whole graph is verging on useless!? The line appearing under the relevant tab (i.e. Trends or Track) is also in yellow so this blends into the graph itself(seriously there is a whole color palette to use!!) Who designed this a six year old? I expect better from a giant like Samsung!!",Usability
Definitely a good improvement but difficult to read the data for users with poorer eye sight,Performance
Wrong information,Usability
not working,Usability
"Using public transport, but the app logs it as cycling.",Performance
I can't connect to lenovo HW 01(smart band ),Usability
Can be even better lookwise... Looks and themes suggest some 90's looks so its rating is 3.9. Get some bettet looks and it would be top health app for sure. Its all about google so it must be much to expect.,Usability
Good app but drains battery,Performance
Good app but drains battery,Performance
Lot of questions irritates me,Usability
Lot of questions irritates me,Usability
Not user friendly... Doesn't work offline... Stop the work out if we stop running for even a minute,Performance
Fantastic,Security
I am used to commute by my motorbike. Google fit identifies as biking. I have to delete it every time. Can't we have a pop up option before saving,Usability
"To list a few: 1) Sometimes a days data suddenly disappears for a few days and reappears just as suddenly. 2) Data of some days shown in Hindi and others in English (Mobile default language is English). 3) When I start walking by 'start activity' nonstep count is shown, rest everything is shown including GPS data.",Performance
Is a must have by default,Usability
"I generally love this app. But, after the latest update, it has been running extremely slowly on my Galaxy S7. It also freezes for seconds to nearly minutes at a time before finally syncing my steps, food, exercise, etc.",Performance
"I generally love this app. But, after the latest update, it has been running extremely slowly on my Galaxy S7. It also freezes for seconds to nearly minutes at a time before finally syncing my steps, food, exercise, etc.",Performance
"I generally love this app. But, after the latest update, it has been running extremely slowly on my Galaxy S7. It also freezes for seconds to nearly minutes at a time before finally syncing my steps, food, exercise, etc.",Performance
The workout data is diappearing on its own...,Usability
The workout data is diappearing on its own...,Usability
"Works great but synching speed and experience is atrocious compared to iOS, please improve.",Performance
"Pros : sync weight , body mass and it aggregates data from G. Fit. Cons : the measurements of the scale fluctuate. Ex : I weight myself after 5 min , I weight again with the same position. My weight changed by 3%. I didn't do anything special.",Performance
"Good app but one feature I really wish it had was to automatically pause when stopped on a cycle ride if you start the activity on the gear fit watch. You can only get auto pause if you start the activity on the app, no idea why it's not active if you use your watch to start your activity.",Usability
"Been using s health and it's pretty ok, until recently. It started out with a glitch of some sort, if you did anything on the dashboard it would flick you down to the bottom on the dashboard. Contacted samsung and they replied to this review and said to clear catch data etc' but now not only is the same problem there, but they've decided to add a nice annoying drop down add thats there every time the app starts, asking me to &quot;sync an accessory&quot;. I don't have one and I don't want one. Yet another problem with Samsung health. Now it keeps adding calories for my meals. Saying it's allocated so many calories for a meal and there doesn't seem anyway to turn it off. Well I've contacted you by phone before about a separate issue, and you didn't resolve the issue and didn't seem to know what to do apart from advise me to do something that I had already done.",Usability
"First, the app will not allow you to enter your birth date while setting up a profile. Instead you must scroll back month by month, year by year in the calendar until you finally arrive at the appropriate month and year. Second, when setting up a second user, despite the information you choose to display in the order you choose (if you can even find where you set that) the scale will only display weight, trend, fat and water % displays an &quot;X&quot; and weather. Settings button is useless. D+",Usability
'Eat Healthier' white background with black text would be better.,Usability
'Eat Healthier' white background with black text would be better.,Usability
You should be able to uninstall & remove the application off your phone if the person has no use 4 it at all ..Even my so called smart cleaning can't get rid of the app. ??,Usability
Not a well set out app at all. Took ages to reset to a new day and then I couldn't even look back at my previous days step/calories.....deleted,Performance
Where the widget ?,Usability
Where the widget ?,Usability
Where the widget ?,Usability
Very unintuitive user interface. Can't see detailed information from past days. Terrible,Usability
Very unintuitive user interface. Can't see detailed information from past days. Terrible,Usability
Very unintuitive user interface. Can't see detailed information from past days. Terrible,Usability
Very unintuitive user interface. Can't see detailed information from past days. Terrible,Usability
"I'm facing problem Due to the new security policy , Samsung s health can't be opened",Security
"I'm facing problem Due to the new security policy , Samsung s health can't be opened",Security
"I'm facing problem Due to the new security policy , Samsung s health can't be opened",Security
The app is failing to connect to my Aura device. I cannot even set the clock or alarm. Now I have a glorified bedside lamp. I feel a bit cheated here.,Usability
The app is failing to connect to my Aura device. I cannot even set the clock or alarm. Now I have a glorified bedside lamp. I feel a bit cheated here.,Performance
"I had to do a factory reset on my phone and after reinstalling Google Fit, it forgets my activity goal at least 5 times a day. I love the app, and I use it daily, but the Widget and the app are nearly useless for quick use if I have to enter my goal every time I open the app.",Usability
With this update my withings watch has stopped syncing,Performance
Does not sync steps from Google Fit. Graphs aren't very well scaled in the vertical axis. Air quality is a useless feature. Slow pace of app updates. Non granular notification control.,Usability
"Too many things missing to make it good. Needs health sensors such as heart beat. Needs dietary knowledge, etc. The list of missing . compared to Samsung health is endless",Usability
Design is pretty but not at all intuitive. Does not give a very good overview of my activities. Graphs are hard to read and navigate.,Usability
Design is pretty but not at all intuitive. Does not give a very good overview of my activities. Graphs are hard to read and navigate.,Usability
The app measures steps when the phone is idle,Usability
"Please change the voice of that girl to somewhat motivated i.e. sharp, hard and loud",Usability
"I don't want it, I don't need it, but I'm forced to have it!",Usability
Very useful,Security
"I have provlems with the verification because i have a dual sim phone. Please look into that. All in all, it is a good app.",Usability
"I am having a terrible time doing the profile setup. If does not allow me to enter my weight. No idea why it would need my weight as I just bought their scale! Customer support has been no help. They asked for my email address but they have it already! Terrible, terrible, terrible! I'm on the verge of returning the stupid thing. NOT A SMART SCALE!",Performance
"I have a Men's Health print subscription and enjoy the ability to access digital issues on my iPhone. Thinking my wife would enjoy it, I bought her a subscription to Women's Health (print version, which includes digital versions). However, even after logging in with subscription information, NO issues are available without purchasing the digital versions (which we SHOULD have access to). I've uninstalled, reinstalled, etc. nothing. This app is totally useless and the experience has been incredibly frustrating, ESPECIALLY after seeing how seamlessly the Men's Health app works on my iPhone. Swing and a BIG miss here!!!",Usability
"Since most recent update, every time I try to measure my heart rate, half way through it tells me to place my finger correctly... it already is... not impressed.",Usability
The average steps/calories views are removed. They were good motivators.,Usability
"The notifications are absurd. I like receiving them, but not when I get the same one, 10 times in a row in the span of a minute...only to get 5 more 8 minutes later. Usually about something I just checked. Challenges still have the same problem from a few months ago as well. I enjoy it otherwise.",Usability
I have loved all of the improvements to this app over the past couple of years but the recent change to the weight graph is a step backwards. It seems that the valuable aspect of data points and information density has taken a back seat to aesthetics. Please bring back the density.,Usability
I have loved all of the improvements to this app over the past couple of years but the recent change to the weight graph is a step backwards. It seems that the valuable aspect of data points and information density has taken a back seat to aesthetics. Please bring back the density.,Performance
"It's not the most useful app on the world, but that would be forgivable if it weren't so UGLY. The color palate is a total mess, and the artwork is oddly discomforting as well. What were they thinking?",Usability
"It's not the most useful app on the world, but that would be forgivable if it weren't so UGLY. The color palate is a total mess, and the artwork is oddly discomforting as well. What were they thinking?",Usability
"It's not the most useful app on the world, but that would be forgivable if it weren't so UGLY. The color palate is a total mess, and the artwork is oddly discomforting as well. What were they thinking?",Usability
"It's not the most useful app on the world, but that would be forgivable if it weren't so UGLY. The color palate is a total mess, and the artwork is oddly discomforting as well. What were they thinking?",Usability
The app loses sync with the scale. The website is more reliable.,Performance
Not sensing finger touch,Usability
"It is highly inaccurate if you use it as a pedometer,calorie counter etc, hence cannot be used as a standalone app.Works great if u export data from others apps like runtastic,nike+ etc as a fitness data aggregator",Performance
Good but plz add speedometer.,Usability
Hi Happy birthday wishes to make sure I will have to be a great day and disadvantages of binary options brokers and disadvantages of binary options,Usability
It's a great app. However I am unsure if steps are accurate as there's a difference in my Fitbit charge HR and this one. But I find this more useful.,Usability
"I have a doubt if, will this work if iam travelling? By bus or train.. i was not able to check it, if aomeone can help me out",Usability
It's not working .. it keeps saying samsung health with knox and im waiting for this when it's completed it says that there is no network connection .. please help.,Usability
"Very bad experience especially after changing to Nokia, why it is asking for location?",Performance
Amazing app ....... But some times fore stops of closed in background,Performance
Not tracking cycling,Usability
It won't check my heart heart rate. I sat still for 3 minutes and it just kept monitoring.,Performance
But it doesn't work on 2g net. It would be fantastic if it functioned a little better on slower connections.,Performance
I dont need the app yet theres no way to uninstall it.,Usability
Doesn't work for me. But great UI,Usability
Doesn't work for me. But great UI,Usability
"A very nice app. . it keeps me moving a lot. . and monitor my sleep. However, I noticed a serious bug that needs to be looked into urgently. I carry two samsung while walking: one I wear using a hand band and another for receiving calls. Both log my steps. When I am online a sync takes place, and unfortunately my step count gets added up, incorrectly showing that I moved an unbelievable step count. It would be useful if this test case is taken into consideration. My rating would yhdn be a five-star.",Performance
"Something is wrong with this app lately. It becomes slow and unresponsive, even freezing the entire system. Can't use it anymore.",Performance
"Very bad. Today I try to use this app on my S6, but it shows me &quot;it can't be open on rooted device. How dare you can show that things to a official device which didn't root before. Just uninstall it.",Security
"App overall seems nice. I have a wireless blood pressure cuff associated with it and that works great. HOWEVER: why why why WHY do you feel that you have to leave a permanent, totally un-dismissable item in the notification tray informing me that it's ready to receive data????? Any other notification can be dismissed. But you feel the need to have this damn thing in my face every time I look at the device??? For god's sake fix it. It is insanely annoying and utterly unnecessary.",Usability
"The gps tracks poorly, thinking I was zigzaging along my path and the step counter is a bit short. Also huge battery drain. Never had a problem with any other gps tracking apps",Usability
"New apps required me to update my Steel firmware, but it keep crash, cant sync anymore",Usability
"Looks good, but steps counter sometimes ignores hours of walking. Also, synchronization between multiple devices is not seamless.",Usability
Please remove annoying notification about high-precision tracking. It's useless.,Usability
Please remove annoying notification about high-precision tracking. It's useless.,Usability
How the hell can I disable badge counters for the shite I don't care about????,Usability
Data is not syncing between pixel and LG watch sport. Useless,Usability
"Withings blood pressure monitor only works right after I reboot my phone since nokia app update. Can't scroll any more in nutrition week view, it just jumps up to top of screen. New app design is not appreciated and is out of place with the rest of the Android operating system. I wish would just go back to old app.",Performance
"Won't talk to scales, fitbit hr or samsung s2 gear. Disappointed at lack of integration with common devices. Expected better.",Performance
Integrated with Knox. Now I can't use this app. This was for my medical aid and now I'm losing,Usability
Integrated with Knox. Now I can't use this app. This was for my medical aid and now I'm losing,Usability
Integrated with Knox. Now I can't use this app. This was for my medical aid and now I'm losing,Usability
"It really needs to be an option I can force it to never turn off after some inactivity. Need heart rate support for watches, that should be standard and well integrated to periodically poll heart rate and set as a goal",Security
"The calorie tracking has major issues. I want it to work as a concept, but how can it when it can't even simply add numbers. I enter a meal, it shows up under my total calories for the day. The meal also shows up in the weight loss module, but it's not totalled into the total comparison of calories consumed vs burned. Maybe Samsung needs to go back to the drawing board and master basic arithmetic before they make apps.",Performance
"The logging of walking and weight seem to work fairly well, but adding activity is almost random and has gotten worse in the new version. When I add time for martial arts it used to waffle between a 1 calorie a minute to some really high number. The latest version just send to treat it as 0 calories no matter how long I do it. Not being able to account for my primary activity makes it worthless.",Usability
Just got the scale. Love that but for the life of me I can't figure out how to work this app. I've paired it but when I weigh it seems rather random whether the data are sent to the app or not. Not very helpful at all!,Usability
I love this app! So many options!! Would be super if there was an intermittent fasting option! ?,Usability
Does not connect to my smart watch. So the app is useless to me ?,Usability
Does not connect to my smart watch. So the app is useless to me ?,Performance
Its not tracking steps properly for me. Everytime I have to update steps manually,Usability
Step counter isn't working with my samsung galaxy A3,Usability
Bp measurements is totally wrong...reading is not accurate please avoid this app those suffering form hypertension,Performance
I like the base original for steps. The update is difficult to use,Usability
I like the base original for steps. The update is difficult to use,Usability
The girl which speaks at the background should motivate more and more like an aggressive trainer as she helps a lot?,Usability
...the most recent 'update' (as of July 4th) has rendered the Fit watchface(s) practically unusable on the Sony SW3. Please resolve and I'll happily grant more stars!,Performance
A little inaccurate but great tracker for health,Performance
I was sleeping on bed and i went to bathromm and it shows i walked 400 steps and in reality it was less than15 lol,Performance
Finally got the spo2 sensor worked! This is sometimes really helpful for me as a medical student. Thank you!,Security
It's stopped,Performance
A do!,Usability
Still woefully inaccurate. How about some work on improving the accuracy before introducing new features ?,Performance
Brill i did one workout woke up next day with an 8 pack?,Usability
"It started out good, but all the sudden it starts reporting inaccurately. I'm sitting in my recliner and it's reporting that I'm walking. I ended up deleting the application. Fix this bug and I'll redownload.",Usability
Doesn't count every step. Just went shopping and phone didn't register any of it! I,Performance
"It shouldn't switch off automatically, it should ask you first. Makes integrating with other apps frustrating.",Usability
"It shouldn't switch off automatically, it should ask you first. Makes integrating with other apps frustrating.",Security
Keeps crashing and is unable to log into my account data,Usability
"After the recent update, I can no longer track the 'Together' aspect of this app anymore. I can't take part in any of the challenges.",Usability
doesn't support Previously rooted device,Performance
Previously this app was working good with maps of tracks we followed. But after update it didn't recorded any of my cycling activity. Please update this issue.,Performance
"Easy to use app with great integration to my fitness pay. Occasionally it has difficulty synching with my withing activite but the upsides make that easy to overlook. Nice clean functionality, no noted issues.",Usability
"I downloaded app and opened for very first time, it is unable to fetch my gmail account.",Usability
I love this app,Performance
Done installed the app but seem not working.,Usability
Please help me with the error that say's &quot;Health Services need to be updated&quot;.,Usability
When I m not exercising the readings show and the app advises me,Performance
When I m not exercising the readings show and the app advises me,Performance
"Cannot read data from Samsung Gear Spot, only can read steps count from phone. Then I try the Samsung Health in iPhone. It has an option to read steps from phone or gear.",Usability
1 star because I don't think my fitness app needs access to my sms messages,Security
1 star because I don't think my fitness app needs access to my sms messages,Security
Doesn't list the strength workouts summary in app,Performance
I am just trying to put in my password and the captcha like box that is supposed to have letters in it is completely blank.So now that i have found the right password i can not enter it because that box is empty.,Usability
I am just trying to put in my password and the captcha like box that is supposed to have letters in it is completely blank.So now that i have found the right password i can not enter it because that box is empty.,Usability
"I am not sure the acuracy, because the result change...",Performance
The app does not connect to MyFitnessPal and does not seem to sync with Google Fit.,Usability
"Do not use the video doctor call on this app. If you have issues with prescriptions, apparently, nobody can help. 3 phone calls and an email later, i am canceling my charge through the bank. Amwell has no record of the call. Yet, they charged my bank.",Usability
I normally love fit but the new version crashes on my moto 360 (2nd edition) every 3 seconds. So I will have to un-install until it is fixed.,Usability
It's ok but too much hassle to go around the houses to do the food diary. Half the stuff I have isn't listed and to try and put it in is just to complicated. Other than that it's not too bad.,Usability
It's ok but too much hassle to go around the houses to do the food diary. Half the stuff I have isn't listed and to try and put it in is just to complicated. Other than that it's not too bad.,Usability
It's ok but too much hassle to go around the houses to do the food diary. Half the stuff I have isn't listed and to try and put it in is just to complicated. Other than that it's not too bad.,Usability
"Nice app, but the graphs of for example weight is super hard to read. Please improve this :)",Usability
"Good app, great to challenge and try to beat mates, has helped and inspired me to get fit again. Shame it doesnt always sync with Strava.",Usability
"The app splits all % measurements into different graphs and shows weight in a separate screen. It would be good to have a single chart showing % stats and show weigh, as a consolidated view. Body fat is the most important measurement for me, app doesn't allow you to change what's shown on the main screen. Also lacking connection to Garmin Connect or other 3rd party step / calorie trackers...",Usability
What it needs is a widget showing step count and daily progress.,Usability
Solid app with little configuration necessary to give you health insights and trends,Usability
"Great features, pretty accurate readings",Usability
lots of cheaters on global challenge . need to ban them,Usability
So disappointed.. Gear s2 steps no longer appearing in Samsung health!,Usability
Great app,Usability
Use Google guidelines for design. After Nokia branding it is hard to navigate. All this white empty space is pain for my eyes.,Usability
Nice app...??,Usability
App is Good but not sure about the accuracy. Had to check with consultant..,Security
"Hi all.. I don't think this app shows accurate result neither works well. I just checked my BP one hour bfr in clinic and it was low now when I checked through app,it shows very high..",Performance
Some days the app would just not log a single step...,Usability
turns off every time,Performance
"Disappointed. Used to work fine with Samsung s4, became completely unreliable for s5. Keeps freezing, missing 2/3rd of steps vs mechanical pedometer. Check the forums - many have the same issue which is extremely frustrating. Samsung's response is not really helpful - I tried all that before. The only thing I did not was calling the help line. Will change my rating if it works",Performance
I really dislike the look of the logo for this app. I don't get inspired by it at all.,Usability
I really dislike the look of the logo for this app. I don't get inspired by it at all.,Usability
After the latest update showing 400cals without any workout.. not logging cycling and almost showing 50% + steps. Completely wrong data.,Security
When we refer yesterday calorie count it shows as less value. It needs to be improved,Usability
It was working fine in 6.0 but aftrr upgrading to 7.0 it shows &quot; because of new security policy samsung health cant be opened on rooted devices. I have not rooted my device. It only stopped working after updating to 7.0,Security
It was working fine in 6.0 but aftrr upgrading to 7.0 it shows &quot; because of new security policy samsung health cant be opened on rooted devices. I have not rooted my device. It only stopped working after updating to 7.0,Security
good feeling,Performance
The newest version is constantly creating on my note 8 saying that the new security features do not support rooted device. I have never rooted the device... pls fix,Security
I am not able to open this app after nougat update. Due to a security policy.,Security
Good . Not that accurate but near about accurate.,Performance
Good . Not that accurate but near about accurate.,Performance
It uses 26% of battery while others about 5%. Decrease number of notifications.,Performance
The last few days it hasn't kept goals for more than a few hours and it erased over a month of weight data. I love this app but all of as sudden it's very hard to use,Usability
The last few days it hasn't kept goals for more than a few hours and it erased over a month of weight data. I love this app but all of as sudden it's very hard to use,Usability
The last few days it hasn't kept goals for more than a few hours and it erased over a month of weight data. I love this app but all of as sudden it's very hard to use,Usability
REALLY laggy on my S7 when paired and connected to a Gear Fit2.,Performance
REALLY laggy on my S7 when paired and connected to a Gear Fit2.,Performance
It's a good app but I don't like that Samsung forces you to give your location to be able to continue using this app.,Security
Accuracy could be improved,Performance
This app used to work great now it can't seem to track my heart rate while I'm sitting in a chair AFTER I completely uninstalled then reinstalled it. Would love a fix but for now must use a different app.,Usability
Pretty much useless for me because everything is wrong. When I drive a county road it counts it as a bike ride so it throws off everything.,Performance
It eat a lot of battery usage on my Nexus 6p,Performance
It eat a lot of battery usage on my Nexus 6p,Usability
It says i can't open the app on rooted devices... and my phone isn't rooted,Usability
Great,Security
"The Fit app works fine on my Xperia Z3 compact and online in Chrome Beta, but is terrible on Galaxy S2 8&quot;, does not sync or display activity. Have just uninstalled the app.",Performance
"The Fit app works fine on my Xperia Z3 compact and online in Chrome Beta, but is terrible on Galaxy S2 8&quot;, does not sync or display activity. Have just uninstalled the app.",Performance
"The Fit app works fine on my Xperia Z3 compact and online in Chrome Beta, but is terrible on Galaxy S2 8&quot;, does not sync or display activity. Have just uninstalled the app.",Performance
"The Fit app works fine on my Xperia Z3 compact and online in Chrome Beta, but is terrible on Galaxy S2 8&quot;, does not sync or display activity. Have just uninstalled the app.",Performance
